leagueId,queueType,tier,rank,puuid,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
f3f568a8-81c5-4b1e-afd1-fa0fa19990ec,RANKED_SOLO_5x5,PLATINUM,II,OUrY7xNxGiP0DPq1fZDlx_1Wa-QQKnYSIA7_ARcsez6H96QQHDjMJdq2G2ie7XxmFOw58eeHsNVG1w,7,61,75,False,False,False,False
fcdef645-f780-4dd5-ba1d-5a9dde1d5265,RANKED_SOLO_5x5,PLATINUM,II,4lizl29JrfrUYrI4QpRyP_UucYfsBn316ITCoKrpUBPgR2BJ30SSkeOP4euPWObGCga3OVuMHvWyVg,25,183,170,False,False,False,False
9e1fdb42-6f72-429d-ad9d-94a1d20f4dad,RANKED_SOLO_5x5,PLATINUM,II,bdZOYrkUEz1hgLYuIl8sHI8MqruFvFaIMIOdmJwY67QZBTaPmiU_zT0DOzTQwY7cXvE6Gkidd-vcVQ,20,13,18,False,False,False,False
2f0c40fa-48e6-4808-b107-8ffec965112c,RANKED_SOLO_5x5,PLATINUM,II,cnuIHkfYm5N5k7-3YkdX3NF2RYS3tDSxBe-C6pd0JlbfBX6ZlPp5JYy2LSQ9ZIXDq7WJLsGeZ59m1w,70,34,24,False,False,False,True
2dc2c6b2-4c11-41e9-b830-01bcaf51a287,RANKED_SOLO_5x5,PLATINUM,II,1FAMZqQ6lxcyxi71sTMmdkhKiT1sG1up4Zr1sFxB56UilrSARvR9ifzIUJdiRmspV8rXBTsckPchSQ,4,15,22,False,False,False,False
700b1368-1f6c-4dba-9c0d-bc1a3396ca37,RANKED_SOLO_5x5,PLATINUM,II,m1OUYJu4wz0wREvE5at-An7MBUtozij5D0vo1D_DNiFT2PN7NPnhrE4Wv5Nopjk1CfexaCMRhRHK9Q,18,61,62,False,False,False,False
7f178010-6150-4570-93b4-d51cb1175755,RANKED_SOLO_5x5,PLATINUM,II,edeH96VaKKLyunMdao5KQ8Ua7hPlBc3I6pDFEs-ky4YOg4gZmbyksK7-B_GXTcgg08fqPlvUmZ_Xsw,98,9,4,False,False,False,False
957172c1-d3fd-4d8b-9449-0136ee1211a1,RANKED_SOLO_5x5,PLATINUM,II,r3bMlIG0YuTdBy0e-9nzFW2b1LmVaszAg34nfVZgslaYLHbNRXeovwblhaeVEUHDxiy-x0GQzsH22w,30,23,35,False,False,False,True
41015a97-f424-478c-aaae-83d5a5465ada,RANKED_SOLO_5x5,PLATINUM,II,hBVJvuhFOg_tkiKwBVfJX_BmBoXZAHLMJuHj-9IgVsNPYvjYKAHSl0upOGg5Yx2KpWAr8P897qN9qA,7,154,139,False,False,False,False
34447936-1573-4b75-83a6-5434f869eeed,RANKED_SOLO_5x5,PLATINUM,II,pO36ey4xmTIzDGPd1L3KyJcgwTJRmY8vF9UDLAv2djyNTS1PKkCSWBTO0QslVsu-kGNDYmP0IIWWEw,35,23,25,False,False,False,False
e904be02-5c0b-4719-aec7-4a128a2b57a5,RANKED_SOLO_5x5,PLATINUM,II,NqOagYu6dHvZXAv8_6ROchIfTK6RUIwxb62F21fS8MoR4O5p3t9Sz1YvvnxQazzRrBooi0pa9__hGA,2,82,67,False,False,False,False
9ff15de5-f5c6-4c95-81f3-88cfa66c0e68,RANKED_SOLO_5x5,PLATINUM,II,-ZisKF8CC9hKJEtUQ1vSZbtvooilEqC7MEnMf1CM-QhIqxoepc9BmEE51ad17Z6DohrksmX4gm8bTA,69,53,54,False,False,False,True
4cfb2a9e-bed5-4b97-8404-d1d2c1c8810e,RANKED_SOLO_5x5,PLATINUM,II,3y7TbVjfLj8UHW48QAsk7mJVtzv7TtIPPQJPoBLX4daOp55EmUqLA-RlQ0qFB44ds5DVW4MtwOP4Mg,73,107,120,False,False,False,False
12b4b975-d3ea-4536-a670-8317ffa4192f,RANKED_SOLO_5x5,PLATINUM,II,5h6hmG38T8vLdLU-bbtqDUS7FqXYa3lTOaiDwz2Vd14HT4apg_IQ-PCkS9nYInRbsN-8X3KTVq2saQ,76,6,4,False,False,False,False
d4ccf1cd-a72c-4f0b-8e77-b7c99040ecb4,RANKED_SOLO_5x5,PLATINUM,II,56b4AlxCW4LbmYtrVF3oBlBvEyRZPMbmCBO7XjcfGf0JpNDBVDYxlMQxrUmRPv6pKD4Jk5MMVdThgA,10,156,145,False,False,False,False
3404cc29-2d14-4db5-abc8-f40210276391,RANKED_SOLO_5x5,PLATINUM,II,bMq4sGe4h8j8TI-mt7ctqp-TSCBHVGkc4plBHJy2f8OoQLr5xofdJvlhzmz3967ZaIJjqL38RiSMlA,77,199,192,False,False,False,False
f18f9ccc-f371-4a21-9633-9ad63c962802,RANKED_SOLO_5x5,PLATINUM,II,heSFs8_OyiHqSeJbuDJ4eJhO3Y1YPKpqr-6BUx3-yc5iFU5LBEOkrnDg16_pjY4o2e6MeGEGBIafUg,44,13,14,False,False,False,False
dbd6bf59-692b-48a9-bda4-b6c0082c79d6,RANKED_SOLO_5x5,PLATINUM,II,lczOUT_rMM4PKjLQg7OMR_VwqhJQOOfnyiJo8_ytVwZikVmD2gyAlfZrbKTLIRx8oS7AGwB9DSoQpw,91,293,281,False,False,False,False
6f7e930f-4158-4d18-b021-5304a2a0f398,RANKED_SOLO_5x5,PLATINUM,II,ejp7pS0QHj9tX0O2cen97FugrDojdn5kNlkcYp5dKq4Mw5HCtg6t0aYKrBhbiLQsVEkTdlC4wWEJsw,72,49,26,False,False,False,False
cf18edcb-c52d-4550-ad83-a03501f6d48f,RANKED_SOLO_5x5,PLATINUM,II,gL_u2tHK6k83PWYr74FxkRYJ4WXFknPtWJyFjXjebXQFmxdL2qSyxrgSukOoKzpRnQx9WS0vXRY5fA,69,47,63,False,False,False,False
03ead845-3456-49b6-8fa4-2a99341045c3,RANKED_SOLO_5x5,PLATINUM,II,L99UA9C_5EDhNZyQBMWSPnb6e_jNCkfQqKpgElv7iGuvdj8Mb1PwWtp6ImXRdz77knJxoOxIlnCUDQ,75,36,32,False,False,False,False
588db69d-8409-44d9-805c-d508358a7671,RANKED_SOLO_5x5,PLATINUM,II,39ZDe4TJnHtPHAd_IbAcK0Iocl5_vAfuJijwSqC6ueH8TpDd3Jg6ap8y_AbZwwX3WnVsPp2nBh69IA,78,26,21,False,False,False,False
